ID,Message,SPAM,Spam,text_norm,text_tokenized,text_lemmatized,Message_len,punct%
832898,"A filial capixaba da famosa churrascaria Porção está de portas fechadas e seus funcionários iniciaram uma mobilização para requerer salários atrasados. Segundo a advogada que representa a maioria dos empregados, a situação está se arrastando há mais de um ano. “Já aconteceu de o pagamento sair com 15, 20 dias de atraso, mas desta vez já se passaram mais de três meses”, afirma Marta Rose Vimercati.

A advogada diz também que o atraso é só uma parte dos problemas. “Em alguns casos, não estão sendo recolhidos FGTS e INSS; em outros, não foram pagas as devidas horas-extras. Tem até ações que informam que o restaurante serviu comida vencida aos funcionários e os obrigaram a conter princípios de incêndios”, contou Marta. Ainda de acordo com a advogada, mais de 60 dos 80 funcionários capixabas do grupo entraram com ações contra a churrascaria. 

O medo maior dos empregados é que a casa, fechada há algumas semanas para – segundo diz o informe colado na porta – a realização de auditoria e balanço, não reabra e encerre suas atividades sem quitar suas dívidas com quadro funcional. Por isso, parte dos funcionários se reuniu, nesta terça-feira (23), na porta da churrascaria para uma manifestação pacífica.

Versão do empregador

Em entrevista ao jornal Folha Vitória, o presidente da Brascarnes, empresa que controla o grupo, Lucas Zanchetta, afirmou que o fechamento das lojas Porção Gourmet de Vila Velha e do Norte Shopping, empreendimento localizado na região metropolitana do Rio de Janeiro, foi necessário para prestação de contas junto à Bolsa de Valores e à CVM. 

Atual administrador do grupo Porcão, Zanchetta garantiu a reabertura da loja na próxima segunda-feira (29), com novos investimentos em estrutura e no quadro funcional. “Admitimos que houve atrasos nos salários, mas não de tanto tempo assim. Vamos corrigir os erros da gestão anterior e investir pesado em nossas filiais. Sabemos que existem famílias que dependem da gente”, declarou. 

A Brascarnes assumiu o controle do grupo Porção em março deste ano. As lojas recebem investimentos de 35 fundos e é uma sociedade de capital aberto",False,0,filial capixaba famosa churrascaria porcao portas fechadas funcionarios iniciaram mobilizacao requerer salarios atrasados segundo advogada representa maioria empregados situacao arrastando ano aconteceu pagamento sair dias atraso desta vez passaram tres meses afirma marta rose vimercati advogada diz atraso parte problemas alguns casos sendo recolhidos fgts inss outros pagas devidas horasextras tem acoes informam restaurante serviu comida vencida funcionarios obrigaram conter principios incendios contou marta ainda acordo advogada funcionarios capixabas grupo entraram acoes contra churrascaria medo maior empregados casa fechada algumas semanas segundo diz informe colado porta realizacao auditoria balanco reabra encerre atividades quitar dividas quadro funcional por parte funcionarios reuniu nesta tercafeira porta churrascaria manifestacao pacifica versao empregador entrevista jornal folha vitoria presidente brascarnes empresa controla grupo lucas zanchetta afirmou fechamento lojas porcao gourmet vila velha norte shopping empreendimento localizado regiao metropolitana rio janeiro necessario prestacao contas junto bolsa valores cvm atual administrador grupo porcao zanchetta garantiu reabertura loja proxima segundafeira novos investimentos estrutura quadro funcional admitimos atrasos salarios tanto tempo assim vamos corrigir erros gestao anterior investir pesado filiais sabemos existem familias dependem gente declarou brascarnes assumiu controle grupo porcao marco deste ano lojas recebem investimentos fundos sociedade capital aberto,"['filial', 'capixaba', 'famosa', 'churrascaria', 'porcao', 'portas', 'fechadas', 'funcionarios', 'iniciaram', 'mobilizacao', 'requerer', 'salarios', 'atrasados', 'segundo', 'advogada', 'representa', 'maioria', 'empregados', 'situacao', 'arrastando', 'ano', 'aconteceu', 'pagamento', 'sair', 'dias', 'atraso', 'desta', 'vez', 'passaram', 'tres', 'meses', 'afirma', 'marta', 'rose', 'vimercati', 'advogada', 'diz', 'atraso', 'parte', 'problemas', 'alguns', 'casos', 'sendo', 'recolhidos', 'fgts', 'inss', 'outros', 'pagas', 'devidas', 'horasextras', 'tem', 'acoes', 'informam', 'restaurante', 'serviu', 'comida', 'vencida', 'funcionarios', 'obrigaram', 'conter', 'principios', 'incendios', 'contou', 'marta', 'ainda', 'acordo', 'advogada', 'funcionarios', 'capixabas', 'grupo', 'entraram', 'acoes', 'contra', 'churrascaria', 'medo', 'maior', 'empregados', 'casa', 'fechada', 'algumas', 'semanas', 'segundo', 'diz', 'informe', 'colado', 'porta', 'realizacao', 'auditoria', 'balanco', 'reabra', 'encerre', 'atividades', 'quitar', 'dividas', 'quadro', 'funcional', 'por', 'parte', 'funcionarios', 'reuniu', 'nesta', 'tercafeira', 'porta', 'churrascaria', 'manifestacao', 'pacifica', 'versao', 'empregador', 'entrevista', 'jornal', 'folha', 'vitoria', 'presidente', 'brascarnes', 'empresa', 'controla', 'grupo', 'lucas', 'zanchetta', 'afirmou', 'fechamento', 'lojas', 'porcao', 'gourmet', 'vila', 'velha', 'norte', 'shopping', 'empreendimento', 'localizado', 'regiao', 'metropolitana', 'rio', 'janeiro', 'necessario', 'prestacao', 'contas', 'junto', 'bolsa', 'valores', 'cvm', 'atual', 'administrador', 'grupo', 'porcao', 'zanchetta', 'garantiu', 'reabertura', 'loja', 'proxima', 'segundafeira', 'novos', 'investimentos', 'estrutura', 'quadro', 'funcional', 'admitimos', 'atrasos', 'salarios', 'tanto', 'tempo', 'assim', 'vamos', 'corrigir', 'erros', 'gestao', 'anterior', 'investir', 'pesado', 'filiais', 'sabemos', 'existem', 'familias', 'dependem', 'gente', 'declarou', 'brascarnes', 'assumiu', 'controle', 'grupo', 'porcao', 'marco', 'deste', 'ano', 'lojas', 'recebem', 'investimentos', 'fundos', 'sociedade', 'capital', 'aberto']","['filial', 'capixaba', 'famosa', 'churrascaria', 'porcao', 'porta', 'fechadas', 'funcionarios', 'iniciaram', 'mobilizacao', 'requerer', 'salarios', 'atrasados', 'segundo', 'advogada', 'representa', 'maioria', 'empregados', 'situacao', 'arrastando', 'ano', 'aconteceu', 'pagamento', 'sair', 'dia', 'atraso', 'desta', 'vez', 'passaram', 'tres', 'me', 'afirma', 'marta', 'rose', 'vimercati', 'advogada', 'diz', 'atraso', 'parte', 'problemas', 'alguns', 'casos', 'sendo', 'recolhidos', 'fgts', 'ins', 'outros', 'pagas', 'devidas', 'horasextras', 'tem', 'acoes', 'informam', 'restaurante', 'serviu', 'comida', 'vencida', 'funcionarios', 'obrigaram', 'conter', 'principios', 'incendios', 'contou', 'marta', 'ainda', 'acordo', 'advogada', 'funcionarios', 'capixabas', 'grupo', 'entraram', 'acoes', 'contra', 'churrascaria', 'medo', 'maior', 'empregados', 'casa', 'fechada', 'algumas', 'semanas', 'segundo', 'diz', 'informe', 'colado', 'porta', 'realizacao', 'auditorium', 'balanco', 'reabra', 'encerre', 'atividades', 'quitar', 'dividas', 'quadro', 'funcional', 'por', 'parte', 'funcionarios', 'reuniu', 'nesta', 'tercafeira', 'porta', 'churrascaria', 'manifestacao', 'pacifica', 'versao', 'empregador', 'entrevista', 'jornal', 'folha', 'vitoria', 'presidente', 'brascarnes', 'empresa', 'controla', 'grupo', 'lucas', 'zanchetta', 'afirmou', 'fechamento', 'lojas', 'porcao', 'gourmet', 'vila', 'velha', 'norte', 'shopping', 'empreendimento', 'localizado', 'regiao', 'metropolitana', 'rio', 'janeiro', 'necessario', 'prestacao', 'contas', 'junto', 'bolsa', 'valores', 'cvm', 'atual', 'administrador', 'grupo', 'porcao', 'zanchetta', 'garantiu', 'reabertura', 'loja', 'proxima', 'segundafeira', 'novos', 'investimentos', 'estrutura', 'quadro', 'funcional', 'admitimos', 'atrasos', 'salarios', 'tanto', 'tempo', 'assim', 'vamos', 'corrigir', 'erros', 'gestao', 'anterior', 'investir', 'pesado', 'filiais', 'sabemos', 'existem', 'familias', 'dependem', 'gente', 'declarou', 'brascarnes', 'assumiu', 'controle', 'grupo', 'porcao', 'marco', 'deste', 'ano', 'lojas', 'recebem', 'investimentos', 'fundos', 'sociedade', 'capital', 'aberto']",1776,2.6
989320,"kkkk
kkkk
alguem tem baseado aee ?
alguem tem baseado aee ?
neh .
neh .
kakak@ .
kakak@ .",True,1,kkkk kkkk alguem baseado aee alguem baseado aee neh neh kakak kakak,"['kkkk', 'kkkk', 'alguem', 'baseado', 'aee', 'alguem', 'baseado', 'aee', 'neh', 'neh', 'kakak', 'kakak']","['kkkk', 'kkkk', 'alguem', 'baseado', 'aee', 'alguem', 'baseado', 'aee', 'neh', 'neh', 'kakak', 'kakak']",77,10.4
428949,"E o lixo se acumula na Rua Jaceguai na Tijuca, próximo ao Maracanã, ponto turístico e palco das Olimpíadas 2016. Uma lastima, uma vergonha para a cidade maravilhosa que completa 450 anos...",False,0,lixo acumula rua jaceguai tijuca proximo maracana ponto turistico palco olimpiadas 2016 uma lastima vergonha cidade maravilhosa completa 450 anos,"['lixo', 'acumula', 'rua', 'jaceguai', 'tijuca', 'proximo', 'maracana', 'ponto', 'turistico', 'palco', 'olimpiadas', '2016', 'uma', 'lastima', 'vergonha', 'cidade', 'maravilhosa', 'completa', '450', 'anos']","['lixo', 'acumula', 'rua', 'jaceguai', 'tijuca', 'proximo', 'maracana', 'ponto', 'turistico', 'palco', 'olimpiadas', '2016', 'uma', 'lastima', 'vergonha', 'cidade', 'maravilhosa', 'completa', '450', 'ano']",158,4.3999999999999995
812133,"👀
😏
Keredo
🙈🙈
Nem eu
🙈",True,1,keredo nem,"['keredo', 'nem']","['keredo', 'nem']",21,0.0
321409,"Precisamos de uma equipe de reportagem para documentar o abandono da cabina da PM na Praça da Medalha Milagrosa , construida pelos moradores e está som policial colocando todos nos com total falta de segurança.",False,0,precisamos equipe reportagem documentar abandono cabina praca medalha milagrosa construida moradores som policial colocando todos total falta seguranca,"['precisamos', 'equipe', 'reportagem', 'documentar', 'abandono', 'cabina', 'praca', 'medalha', 'milagrosa', 'construida', 'moradores', 'som', 'policial', 'colocando', 'todos', 'total', 'falta', 'seguranca']","['precisamos', 'equipe', 'reportagem', 'documentar', 'abandono', 'cabina', 'praca', 'medalha', 'milagrosa', 'construida', 'moradores', 'som', 'policial', 'colocando', 'todos', 'total', 'falta', 'seguranca']",176,1.0999999999999999
448358,Parece um umpa limpa,False,0,parece umpa limpa,"['parece', 'umpa', 'limpa']","['parece', 'umpa', 'limpa']",17,0.0
601231,"A população também não ajuda. Trem da supervia pichado.
Ate os bancos pichados",False,0,populacao ajuda trem supervia pichado ate bancos pichados,"['populacao', 'ajuda', 'trem', 'supervia', 'pichado', 'ate', 'bancos', 'pichados']","['populacao', 'ajuda', 'trem', 'supervia', 'pichado', 'ate', 'bancos', 'pichados']",67,3.0
797346,"vsf mlq
para de manda isso lixo
aki tbm
vsf
lixo vsf
apaguei
travo aki lixao",True,1,vsf mlq manda lixo aki tbm vsf lixo vsf apaguei travo aki lixao,"['vsf', 'mlq', 'manda', 'lixo', 'aki', 'tbm', 'vsf', 'lixo', 'vsf', 'apaguei', 'travo', 'aki', 'lixao']","['vsf', 'mlq', 'manda', 'lixo', 'aki', 'tbm', 'vsf', 'lixo', 'vsf', 'apaguei', 'travo', 'aki', 'lixao']",67,0.0
952277,Louvado seja Deus!!!!🙏🙏,True,1,louvado deus,"['louvado', 'deus']","['louvado', 'deus']",21,19.0
887162,"Fala mano Artur
estou de servico hoje
presidio
Bangu 8
hoje dia de banho de sol deles
Vou compra uma piscina p eles
Pode cre
vamos marca p bebe um gelo eu vc paola , taty , gordinho so os solteiros rsrs
Bangu 8 e so policia e melicianos
Batman foi pr parana presidio federal
gordinho falou q esta solteiro tbm
E verdadi
mais um solteiro premeiro foi Paola , depois taty , agora gordinho , esta fogo isso
mi em formaro q ta
quente apampa
Sim
gordinho vai mora com o Lori agora
Pode cre
sumiro do grupo
E
koe Artur vou fazer a contagem dos detentos aqui
Valeu
apareceu
ai Artur ela apareceu
Koe tati estou sabendo q vc e a mais nova solteira da pista",True,1,fala mano artur servico hoje presidio bangu hoje dia banho sol vou compra piscina pode cre vamos marca bebe gelo paola taty gordinho solteiros rsrs bangu policia melicianos batman parana presidio federal gordinho falou solteiro tbm verdadi solteiro premeiro paola taty agora gordinho fogo formaro quente apampa sim gordinho mora lori agora pode cre sumiro grupo koe artur vou fazer contagem detentos aqui valeu apareceu artur apareceu koe tati sabendo nova solteira pista,"['fala', 'mano', 'artur', 'servico', 'hoje', 'presidio', 'bangu', 'hoje', 'dia', 'banho', 'sol', 'vou', 'compra', 'piscina', 'pode', 'cre', 'vamos', 'marca', 'bebe', 'gelo', 'paola', 'taty', 'gordinho', 'solteiros', 'rsrs', 'bangu', 'policia', 'melicianos', 'batman', 'parana', 'presidio', 'federal', 'gordinho', 'falou', 'solteiro', 'tbm', 'verdadi', 'solteiro', 'premeiro', 'paola', 'taty', 'agora', 'gordinho', 'fogo', 'formaro', 'quente', 'apampa', 'sim', 'gordinho', 'mora', 'lori', 'agora', 'pode', 'cre', 'sumiro', 'grupo', 'koe', 'artur', 'vou', 'fazer', 'contagem', 'detentos', 'aqui', 'valeu', 'apareceu', 'artur', 'apareceu', 'koe', 'tati', 'sabendo', 'nova', 'solteira', 'pista']","['fala', 'mano', 'artur', 'servico', 'hoje', 'presidio', 'bangu', 'hoje', 'dia', 'banho', 'sol', 'vou', 'compra', 'piscina', 'pode', 'cre', 'vamos', 'marca', 'bebe', 'gelo', 'paola', 'taty', 'gordinho', 'solteiros', 'rsrs', 'bangu', 'policia', 'melicianos', 'batman', 'parana', 'presidio', 'federal', 'gordinho', 'falou', 'solteiro', 'tbm', 'verdadi', 'solteiro', 'premeiro', 'paola', 'taty', 'agora', 'gordinho', 'fogo', 'formaro', 'quente', 'apampa', 'sim', 'gordinho', 'mora', 'lori', 'agora', 'pode', 'cre', 'sumiro', 'grupo', 'koe', 'artur', 'vou', 'fazer', 'contagem', 'detentos', 'aqui', 'valeu', 'apareceu', 'artur', 'apareceu', 'koe', 'tati', 'sabendo', 'nova', 'solteira', 'pista']",545,0.8999999999999999
858556,"Precisamos de fotos das teta 😏😈
Tefinha não da pra te add no face
Manda da buceta então
Faça o grupo feliz mande nudeis
Faça o grupo feliz mande nudeis
Faça o grupo feliz mande nudeis
Faça o grupo feliz mande nudeis
Mando olhinho quê da o cuzinho
Deve te as teta pequena e ta com vergonha
Quero ver tetas
Quero ver tetas
Quero ver tetas
Quero ver tetas
Quero ver tetas
Boiola não pede pra amostrar as teta
Fica de  4 pelada pra tu ver quem eh boiola
A mamita querida
Criança kkkkkkkk
Falou a meni a que tem 14 anos
A mina me chama de criança mais tem 6 anos a menos que eu
Mais é gostosa
😂😂😂😂😂😂😂
Tenho 21 anos sou universitário e etleta sou o exemplo desse grupo 😌
Desde que compete é atleta
Pra não ter briga as duas da foto se chupa enquanto assistimos
Fei bate uma punheta que essa sua escravidão de buceta alivia um pouco
[26&#x2F;6 17:47] Índio Estrupado: Minha pirocamandou Abraços
[26&#x2F;6 17:47] Índio Estrupado: 👋
A Carol é mais gostosa e mais simpática
Valdivia 😍😍
Valdivia 😍😍
Valdivia 😍😍
😕
😐
Vão se fude ta passando malhação",True,1,precisamos fotos teta tefinha add face manda buceta entao faca grupo feliz mande nudeis faca grupo feliz mande nudeis faca grupo feliz mande nudeis faca grupo feliz mande nudeis mando olhinho que cuzinho deve teta pequena vergonha quero ver tetas quero ver tetas quero ver tetas quero ver tetas quero ver tetas boiola pede amostrar teta fica pelada ver boiola mamita querida crianca kkkkkkkk falou meni anos mina chama crianca anos menos mais gostosa  tenho anos universitario etleta exemplo desse grupo desde compete atleta pra ter briga duas foto chupa enquanto assistimos fei bate punheta escravidao buceta alivia pouco x2f6 1747 indio estrupado minha pirocamandou abracos x2f6 1747 indio estrupado carol gostosa simpatica valdivia valdivia valdivia vao fude passando malhacao,"['precisamos', 'fotos', 'teta', 'tefinha', 'add', 'face', 'manda', 'buceta', 'entao', 'faca', 'grupo', 'feliz', 'mande', 'nudeis', 'faca', 'grupo', 'feliz', 'mande', 'nudeis', 'faca', 'grupo', 'feliz', 'mande', 'nudeis', 'faca', 'grupo', 'feliz', 'mande', 'nudeis', 'mando', 'olhinho', 'que', 'cuzinho', 'deve', 'teta', 'pequena', 'vergonha', 'quero', 'ver', 'tetas', 'quero', 'ver', 'tetas', 'quero', 'ver', 'tetas', 'quero', 'ver', 'tetas', 'quero', 'ver', 'tetas', 'boiola', 'pede', 'amostrar', 'teta', 'fica', 'pelada', 'ver', 'boiola', 'mamita', 'querida', 'crianca', 'kkkkkkkk', 'falou', 'meni', 'anos', 'mina', 'chama', 'crianca', 'anos', 'menos', 'mais', 'gostosa', 'tenho', 'anos', 'universitario', 'etleta', 'exemplo', 'desse', 'grupo', 'desde', 'compete', 'atleta', 'pra', 'ter', 'briga', 'duas', 'foto', 'chupa', 'enquanto', 'assistimos', 'fei', 'bate', 'punheta', 'escravidao', 'buceta', 'alivia', 'pouco', 'x2f6', '1747', 'indio', 'estrupado', 'minha', 'pirocamandou', 'abracos', 'x2f6', '1747', 'indio', 'estrupado', 'carol', 'gostosa', 'simpatica', 'valdivia', 'valdivia', 'valdivia', 'vao', 'fude', 'passando', 'malhacao']","['precisamos', 'fotos', 'teta', 'tefinha', 'add', 'face', 'manda', 'buceta', 'entao', 'faca', 'grupo', 'feliz', 'mande', 'nudeis', 'faca', 'grupo', 'feliz', 'mande', 'nudeis', 'faca', 'grupo', 'feliz', 'mande', 'nudeis', 'faca', 'grupo', 'feliz', 'mande', 'nudeis', 'mando', 'olhinho', 'que', 'cuzinho', 'deve', 'teta', 'pequena', 'vergonha', 'quero', 'ver', 'tetas', 'quero', 'ver', 'tetas', 'quero', 'ver', 'tetas', 'quero', 'ver', 'tetas', 'quero', 'ver', 'tetas', 'boiola', 'pede', 'amostrar', 'teta', 'fica', 'pelada', 'ver', 'boiola', 'mamita', 'querida', 'crianca', 'kkkkkkkk', 'falou', 'meni', 'ano', 'mina', 'chama', 'crianca', 'ano', 'menos', 'mais', 'gostosa', 'tenho', 'ano', 'universitario', 'etleta', 'exemplo', 'desse', 'grupo', 'desde', 'compete', 'atleta', 'pra', 'ter', 'briga', 'duas', 'foto', 'chupa', 'enquanto', 'assistimos', 'fei', 'bate', 'punheta', 'escravidao', 'buceta', 'alivia', 'pouco', 'x2f6', '1747', 'indio', 'estrupado', 'minha', 'pirocamandou', 'abracos', 'x2f6', '1747', 'indio', 'estrupado', 'carol', 'gostosa', 'simpatica', 'valdivia', 'valdivia', 'valdivia', 'vao', 'fude', 'passando', 'malhacao']",874,1.6
853550,"Chegar a estação cidade nova
Acompanhando o trem da Supervia pelo metro
Raphael
Raphael Vital",False,0,chegar estacao cidade nova acompanhando trem supervia metro raphael raphael vital,"['chegar', 'estacao', 'cidade', 'nova', 'acompanhando', 'trem', 'supervia', 'metro', 'raphael', 'raphael', 'vital']","['chegar', 'estacao', 'cidade', 'nova', 'acompanhando', 'trem', 'supervia', 'metro', 'raphael', 'raphael', 'vital']",82,0.0
674947,Por favor me ajudem,False,0,por favor ajudem,"['por', 'favor', 'ajudem']","['por', 'favor', 'ajudem']",16,0.0
582719,"Quem add esse negru no grupo??;-;
Mlk desumilde ;-;
Kkkk
E tenho ps2 e jogo jetea San Andreas :V
Feladapota :V
Kkkkkkkjj
Vo manda a Thaisná rouba seu ps4 e vende pra min baratin :V
10 conto +prancha d surf +e parafina ....bora Thaisná? :V",True,1,quem add negru grupo mlk desumilde kkkk ps2 jogo jetea san andreas feladapota kkkkkkkjj manda thaisna rouba ps4 vende min baratin conto +prancha surf parafina bora thaisna,"['quem', 'add', 'negru', 'grupo', 'mlk', 'desumilde', 'kkkk', 'ps2', 'jogo', 'jetea', 'san', 'andreas', 'feladapota', 'kkkkkkkjj', 'manda', 'thaisna', 'rouba', 'ps4', 'vende', 'min', 'baratin', 'conto', 'prancha', 'surf', 'parafina', 'bora', 'thaisna']","['quem', 'add', 'negru', 'grupo', 'mlk', 'desumilde', 'kkkk', 'ps2', 'jogo', 'jetea', 'san', 'andreas', 'feladapota', 'kkkkkkkjj', 'manda', 'thaisna', 'rouba', 'ps4', 'vende', 'min', 'baratin', 'conto', 'prancha', 'surf', 'parafina', 'bora', 'thaisna']",201,9.5
399918,acabei de almoçar e do TR cara com essa foto q o allisson mandou 😷,True,1,acabei almocar cara foto allisson mandou,"['acabei', 'almocar', 'cara', 'foto', 'allisson', 'mandou']","['acabei', 'almocar', 'cara', 'foto', 'allisson', 'mandou']",52,0.0
